importer,partner,year,value,geo,iso3,tnlg_M_2021,tnlg_M_2023,tnlg_M_2024,tnlg_M_2025,tnlg_F_2021,tnlg_F_2023,tnlg_F_2024,tnlg_F_2025,tml_M_2021,tml_M_2023,tml_M_2024,tml_M_2025,ttm_M_2021,ttm_M_2023,ttm_M_2024,ttm_M_2025,tir_M_2021,tir_M_2023,tir_M_2024,tir_M_2025,tnlg_C_2021,tnlg_C_2023,tnlg_C_2024,tnlg_C_2025,tnlg_J_2021,tnlg_J_2023,tnlg_J_2024,tnlg_J_2025,tnlg_N_2021,tnlg_N_2023,tnlg_N_2024,tnlg_N_2025,tany_C_2021,tany_C_2023,tany_C_2024,tany_C_2025,tany_J_2021,tany_J_2023,tany_J_2024,tany_J_2025,tany_M_2021,tany_F_2021,tany_M_2023,tany_F_2023,tany_M_2024,tany_F_2024,tany_M_2025,tany_F_2025,d_tnlg_M_2124,d_tnlg_M_2324,d_tnlg_F_2124,d_tnlg_F_2324,d_tml_M_2324,d_ttm_M_2324,d_tir_M_2324,d_tany_M_2124,d_tnlg_J_2324,d_tnlg_C_2324,d_tnlg_N_2324,country,logv,post,post24,post_x_d_tnlg_M_2324,p24_x_d_tnlg_M_2324,post_x_d_tnlg_M_2124,p24_x_d_tnlg_M_2124,post_x_d_tnlg_F_2324,p24_x_d_tnlg_F_2324,post_x_d_tml_M_2324,p24_x_d_tml_M_2324,post_x_d_ttm_M_2324,p24_x_d_ttm_M_2324,post_x_d_tir_M_2324,p24_x_d_tir_M_2324,post_x_d_tany_M_2124,p24_x_d_tany_M_2124,post_x_d_tnlg_J_2324,p24_x_d_tnlg_J_2324,post_x_d_tnlg_C_2324,p24_x_d_tnlg_C_2324,post_x_d_tnlg_N_2324,p24_x_d_tnlg_N_2324,post_x_tnlg_M_2024,p24_x_tnlg_M_2024
DEU,VNM,2022,46.029943,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,3.8292921195055505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,IND,2021,598.299095,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,6.394090787775754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,PHL,2021,243.320098,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,5.494377852214218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,VNM,2021,34.54474,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,3.5422552954976134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,IND,2019,659.643712,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,6.491699858956603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,PHL,2019,267.076037,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,5.587533400628868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,VNM,2019,27.478151,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,3.3133911797919926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,IND,2018,682.698002,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,6.526052597805041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,PHL,2018,225.146513,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,5.41675135917484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,VNM,2018,24.103328,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,3.1823499222491924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,IND,2020,594.735247,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,6.388116343494996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,PHL,2020,273.856855,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,5.612605542868235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,VNM,2020,38.520234,DE,DEU,2.48,5.98,12.28,14.74,1.59,0.45,3.3,3.02,7.65,8.01,14.85,14.53,7.96,7.5,18.01,26.84,5.43,5.06,9.61,6.63,1.12,1.82,4.08,8.48,7.56,12.61,29.61,47.27,0.48,4.45,4.67,7.96,9.19,9.32,16.11,24.38,28.8,33.05,60.52,75.38,25.54,8.29,26.34,4.48,42.29,10.01,48.3,14.28,9.799999999999999,6.299999999999999,1.7099999999999997,2.8499999999999996,6.84,10.510000000000002,4.55,16.75,17.0,2.26,0.21999999999999975,Germany,3.6511836616778286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,PHL,2023,75.49966,IT,ITA,1.34,2.85,9.44,17.65,1.72,0.71,2.4,3.1,2.35,3.25,7.45,10.41,5.14,3.95,13.14,31.0,1.64,1.77,5.11,7.6,1.37,0.9,3.19,5.26,3.85,8.56,16.78,33.99,2.0,1.62,3.95,5.88,6.63,4.94,8.03,14.73,16.19,21.04,34.6,51.28,8.68,5.24,9.23,2.62,19.56,5.24,35.72,10.39,8.1,6.59,0.6799999999999999,1.69,4.2,9.190000000000001,3.3400000000000003,10.879999999999999,8.22,2.29,2.33,Italy,4.32412815293358,1.0,0.0,6.59,0.0,8.1,0.0,1.69,0.0,4.2,0.0,9.190000000000001,0.0,3.3400000000000003,0.0,10.879999999999999,0.0,8.22,0.0,2.29,0.0,2.33,0.0,9.44,0.0
ITA,VNM,2023,14.975346,IT,ITA,1.34,2.85,9.44,17.65,1.72,0.71,2.4,3.1,2.35,3.25,7.45,10.41,5.14,3.95,13.14,31.0,1.64,1.77,5.11,7.6,1.37,0.9,3.19,5.26,3.85,8.56,16.78,33.99,2.0,1.62,3.95,5.88,6.63,4.94,8.03,14.73,16.19,21.04,34.6,51.28,8.68,5.24,9.23,2.62,19.56,5.24,35.72,10.39,8.1,6.59,0.6799999999999999,1.69,4.2,9.190000000000001,3.3400000000000003,10.879999999999999,8.22,2.29,2.33,Italy,2.706405248909885,1.0,0.0,6.59,0.0,8.1,0.0,1.69,0.0,4.2,0.0,9.190000000000001,0.0,3.3400000000000003,0.0,10.879999999999999,0.0,8.22,0.0,2.29,0.0,2.33,0.0,9.44,0.0
ITA,IND,2024,268.558194,IT,ITA,1.34,2.85,9.44,17.65,1.72,0.71,2.4,3.1,2.35,3.25,7.45,10.41,5.14,3.95,13.14,31.0,1.64,1.77,5.11,7.6,1.37,0.9,3.19,5.26,3.85,8.56,16.78,33.99,2.0,1.62,3.95,5.88,6.63,4.94,8.03,14.73,16.19,21.04,34.6,51.28,8.68,5.24,9.23,2.62,19.56,5.24,35.72,10.39,8.1,6.59,0.6799999999999999,1.69,4.2,9.190000000000001,3.3400000000000003,10.879999999999999,8.22,2.29,2.33,Italy,5.593067627894923,1.0,1.0,6.59,6.59,8.1,8.1,1.69,1.69,4.2,4.2,9.190000000000001,9.190000000000001,3.3400000000000003,3.3400000000000003,10.879999999999999,10.879999999999999,8.22,8.22,2.29,2.29,2.33,2.33,9.44,9.44
ITA,PHL,2024,118.964949,IT,ITA,1.34,2.85,9.44,17.65,1.72,0.71,2.4,3.1,2.35,3.25,7.45,10.41,5.14,3.95,13.14,31.0,1.64,1.77,5.11,7.6,1.37,0.9,3.19,5.26,3.85,8.56,16.78,33.99,2.0,1.62,3.95,5.88,6.63,4.94,8.03,14.73,16.19,21.04,34.6,51.28,8.68,5.24,9.23,2.62,19.56,5.24,35.72,10.39,8.1,6.59,0.6799999999999999,1.69,4.2,9.190000000000001,3.3400000000000003,10.879999999999999,8.22,2.29,2.33,Italy,4.778828903505785,1.0,1.0,6.59,6.59,8.1,8.1,1.69,1.69,4.2,4.2,9.190000000000001,9.190000000000001,3.3400000000000003,3.3400000000000003,10.879999999999999,10.879999999999999,8.22,8.22,2.29,2.29,2.33,2.33,9.44,9.44
ITA,VNM,2024,17.10825,IT,ITA,1.34,2.85,9.44,17.65,1.72,0.71,2.4,3.1,2.35,3.25,7.45,10.41,5.14,3.95,13.14,31.0,1.64,1.77,5.11,7.6,1.37,0.9,3.19,5.26,3.85,8.56,16.78,33.99,2.0,1.62,3.95,5.88,6.63,4.94,8.03,14.73,16.19,21.04,34.6,51.28,8.68,5.24,9.23,2.62,19.56,5.24,35.72,10.39,8.1,6.59,0.6799999999999999,1.69,4.2,9.190000000000001,3.3400000000000003,10.879999999999999,8.22,2.29,2.33,Italy,2.839560803304421,1.0,1.0,6.59,6.59,8.1,8.1,1.69,1.69,4.2,4.2,9.190000000000001,9.190000000000001,3.3400000000000003,3.3400000000000003,10.879999999999999,10.879999999999999,8.22,8.22,2.29,2.29,2.33,2.33,9.44,9.44
IRL,IND,2023,1124.582103,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,7.025166781628679,1.0,0.0,8.59,0.0,10.76,0.0,1.19,0.0,3.41,0.0,8.68,0.0,-0.41000000000000014,-0.0,13.66,0.0,17.520000000000003,0.0,5.69,0.0,8.629999999999999,0.0,13.61,0.0
IRL,PHL,2023,161.187587,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,5.082568823385505,1.0,0.0,8.59,0.0,10.76,0.0,1.19,0.0,3.41,0.0,8.68,0.0,-0.41000000000000014,-0.0,13.66,0.0,17.520000000000003,0.0,5.69,0.0,8.629999999999999,0.0,13.61,0.0
IRL,IND,2022,1320.780606,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,7.185978208972978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,PHL,2022,433.498852,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,6.071889148004864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,VNM,2022,25.368492,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,3.233507931560747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,IND,2021,873.797513,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,6.772848670324226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,PHL,2021,194.17026,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,5.2687354030382725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,VNM,2021,25.962866,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,3.2566672863585224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,IND,2020,440.727421,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,6.088426591378116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,PHL,2020,138.553075,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,4.931253465216436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,VNM,2020,11.756054,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,2.464368341945237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,IND,2019,439.475332,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,6.085581588132509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,PHL,2019,129.83048,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,4.8662295995077445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,VNM,2019,11.04443,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,2.4019262284783713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,IND,2018,562.930682,IE,IRL,2.85,5.02,13.61,13.29,0.0,1.48,2.67,0.38,2.85,6.76,10.17,7.69,1.69,4.51,13.19,19.21,1.34,4.07,3.66,4.09,1.04,1.71,7.4,8.25,8.6,9.17,26.69,38.21,2.21,2.15,10.78,10.6,8.83,7.18,17.51,17.66,32.4,28.52,49.07,59.82,13.59,0.27,15.77,5.92,27.25,6.24,31.76,9.2,10.76,8.59,2.67,1.19,3.41,8.68,-0.41000000000000014,13.66,17.520000000000003,5.69,8.629999999999999,Ireland,6.33315649800176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
