dataset,na_item,nace,geo,year,unit,value
nama_10_a64,P1,M,DE,2017,CP_MEUR,370408.0
nama_10_a64,P1,M,DE,2018,CP_MEUR,390617.0
nama_10_a64,P1,M,DE,2019,CP_MEUR,409296.0
nama_10_a64,P1,M,DE,2020,CP_MEUR,407021.0
nama_10_a64,P1,M,DE,2021,CP_MEUR,459337.0
nama_10_a64,P1,M,DE,2022,CP_MEUR,496933.0
nama_10_a64,P1,M,DE,2023,CP_MEUR,538167.0
nama_10_a64,P1,M,DE,2024,CP_MEUR,560087.0
nama_10_a64,P1,M,DK,2015,CP_MEUR,25106.5
nama_10_a64,P1,M,DK,2016,CP_MEUR,27835.0
nama_10_a64,P1,M,DK,2017,CP_MEUR,29452.0
nama_10_a64,P1,M,DK,2018,CP_MEUR,30398.0
nama_10_a64,P1,M,DK,2019,CP_MEUR,31751.0
nama_10_a64,P1,M,DK,2020,CP_MEUR,32066.9
nama_10_a64,P1,M,DK,2021,CP_MEUR,35818.2
nama_10_a64,P1,M,DK,2022,CP_MEUR,39072.4
nama_10_a64,P1,M,DK,2023,CP_MEUR,40165.1
nama_10_a64,P1,M,DK,2024,CP_MEUR,43758.6
nama_10_a64,P1,M,DK,2025,CP_MEUR,47315.8
nama_10_a64,P1,M,EL,2015,CP_MEUR,9759.9
nama_10_a64,P1,M,EL,2016,CP_MEUR,9152.7
nama_10_a64,P1,M,EL,2017,CP_MEUR,9362.1
nama_10_a64,P1,M,EL,2018,CP_MEUR,9643.4
nama_10_a64,P1,M,EL,2019,CP_MEUR,10773.5
nama_10_a64,P1,M,EL,2020,CP_MEUR,10073.5
nama_10_a64,P1,M,EL,2021,CP_MEUR,11971.4
nama_10_a64,P1,M,EL,2022,CP_MEUR,14091.9
nama_10_a64,P1,M,EL,2023,CP_MEUR,15876.2
nama_10_a64,P1,M,EL,2024,CP_MEUR,16252.4
nama_10_a64,P1,M,ES,2015,CP_MEUR,86146.0
nama_10_a64,P1,M,ES,2016,CP_MEUR,89071.0
nama_10_a64,P1,M,ES,2017,CP_MEUR,93244.0
nama_10_a64,P1,M,ES,2018,CP_MEUR,98577.0
nama_10_a64,P1,M,ES,2019,CP_MEUR,107847.0
nama_10_a64,P1,M,ES,2020,CP_MEUR,100889.0
nama_10_a64,P1,M,ES,2021,CP_MEUR,111935.0
nama_10_a64,P1,M,ES,2022,CP_MEUR,126706.0
nama_10_a64,P1,M,ES,2023,CP_MEUR,136164.0
nama_10_a64,P1,M,ES,2024,CP_MEUR,141383.0
nama_10_a64,P1,M,EU27_2020,2015,CP_MEUR,1349859.1
nama_10_a64,P1,M,EU27_2020,2016,CP_MEUR,1409516.2
nama_10_a64,P1,M,EU27_2020,2017,CP_MEUR,1485892.3
nama_10_a64,P1,M,EU27_2020,2018,CP_MEUR,1566377.4
nama_10_a64,P1,M,EU27_2020,2019,CP_MEUR,1652956.1
nama_10_a64,P1,M,EU27_2020,2020,CP_MEUR,1632264.5
nama_10_a64,P1,M,EU27_2020,2021,CP_MEUR,1829593.3
nama_10_a64,P1,M,EU27_2020,2022,CP_MEUR,2037110.0
nama_10_a64,P1,M,EU27_2020,2023,CP_MEUR,2204199.8
nama_10_a64,P1,M,EU27_2020,2024,CP_MEUR,2300469.3
nama_10_a64,P1,M,FI,2015,CP_MEUR,16251.0
nama_10_a64,P1,M,FI,2016,CP_MEUR,16491.0
nama_10_a64,P1,M,FI,2017,CP_MEUR,17487.0
nama_10_a64,P1,M,FI,2018,CP_MEUR,18726.0
nama_10_a64,P1,M,FI,2019,CP_MEUR,19598.0
nama_10_a64,P1,M,FI,2020,CP_MEUR,19962.0
nama_10_a64,P1,M,FI,2021,CP_MEUR,21011.0
nama_10_a64,P1,M,FI,2022,CP_MEUR,22928.0
nama_10_a64,P1,M,FI,2023,CP_MEUR,23538.0
nama_10_a64,P1,M,FI,2024,CP_MEUR,23943.0
nama_10_a64,P1,M,FI,2025,CP_MEUR,24722.0
nama_10_a64,P1,M,FR,2015,CP_MEUR,298072.9
nama_10_a64,P1,M,FR,2016,CP_MEUR,306340.3
nama_10_a64,P1,M,FR,2017,CP_MEUR,318629.9
nama_10_a64,P1,M,FR,2018,CP_MEUR,329764.9
nama_10_a64,P1,M,FR,2019,CP_MEUR,348069.8
nama_10_a64,P1,M,FR,2020,CP_MEUR,334598.8
nama_10_a64,P1,M,FR,2021,CP_MEUR,374703.4
nama_10_a64,P1,M,FR,2022,CP_MEUR,412644.2
nama_10_a64,P1,M,FR,2023,CP_MEUR,436894.3
nama_10_a64,P1,M,FR,2024,CP_MEUR,460449.2
nama_10_a64,P1,M,FR,2025,CP_MEUR,473605.0
nama_10_a64,P1,M,HU,2015,CP_MEUR,8687.5
nama_10_a64,P1,M,HU,2016,CP_MEUR,9220.7
nama_10_a64,P1,M,HU,2017,CP_MEUR,10303.7
nama_10_a64,P1,M,HU,2018,CP_MEUR,11348.3
nama_10_a64,P1,M,HU,2019,CP_MEUR,12664.6
nama_10_a64,P1,M,HU,2020,CP_MEUR,12385.8
nama_10_a64,P1,M,HU,2021,CP_MEUR,13969.9
nama_10_a64,P1,M,HU,2022,CP_MEUR,15006.9
nama_10_a64,P1,M,HU,2023,CP_MEUR,16901.2
nama_10_a64,P1,M,HU,2024,CP_MEUR,17588.6
nama_10_a64,P1,M,IE,2015,CP_MEUR,18605.6
nama_10_a64,P1,M,IE,2016,CP_MEUR,21973.9
nama_10_a64,P1,M,IE,2017,CP_MEUR,22364.4
nama_10_a64,P1,M,IE,2018,CP_MEUR,24598.0
nama_10_a64,P1,M,IE,2019,CP_MEUR,29750.5
nama_10_a64,P1,M,IE,2020,CP_MEUR,31654.1
nama_10_a64,P1,M,IE,2021,CP_MEUR,39737.6
nama_10_a64,P1,M,IE,2022,CP_MEUR,52796.6
nama_10_a64,P1,M,IE,2023,CP_MEUR,54441.6
nama_10_a64,P1,M,IE,2024,CP_MEUR,57449.5
nama_10_a64,P1,M,IT,2015,CP_MEUR,165585.2
nama_10_a64,P1,M,IT,2016,CP_MEUR,168519.9
nama_10_a64,P1,M,IT,2017,CP_MEUR,173191.5
nama_10_a64,P1,M,IT,2018,CP_MEUR,181126.8
nama_10_a64,P1,M,IT,2019,CP_MEUR,184389.2
nama_10_a64,P1,M,IT,2020,CP_MEUR,182798.6
nama_10_a64,P1,M,IT,2021,CP_MEUR,202750.6
nama_10_a64,P1,M,IT,2022,CP_MEUR,226305.4
nama_10_a64,P1,M,IT,2023,CP_MEUR,250159.5
nama_10_a64,P1,M,IT,2024,CP_MEUR,259105.4
nama_10_a64,P1,M,NL,2015,CP_MEUR,106986.0
nama_10_a64,P1,M,NL,2016,CP_MEUR,110556.0
nama_10_a64,P1,M,NL,2017,CP_MEUR,117086.0
nama_10_a64,P1,M,NL,2018,CP_MEUR,128372.0
nama_10_a64,P1,M,NL,2019,CP_MEUR,136495.0
nama_10_a64,P1,M,NL,2020,CP_MEUR,139334.0
nama_10_a64,P1,M,NL,2021,CP_MEUR,153555.0
nama_10_a64,P1,M,NL,2022,CP_MEUR,170801.0
nama_10_a64,P1,M,NL,2023,CP_MEUR,182681.0
nama_10_a64,P1,M,NL,2024,CP_MEUR,197026.0
nama_10_a64,P1,M,NL,2025,CP_MEUR,205818.0
nama_10_a64,P1,M,PL,2015,CP_MEUR,36133.7
nama_10_a64,P1,M,PL,2016,CP_MEUR,36532.8
nama_10_a64,P1,M,PL,2017,CP_MEUR,41123.1
nama_10_a64,P1,M,PL,2018,CP_MEUR,46648.1
nama_10_a64,P1,M,PL,2019,CP_MEUR,48417.0
nama_10_a64,P1,M,PL,2020,CP_MEUR,47909.7
nama_10_a64,P1,M,PL,2021,CP_MEUR,52822.4
nama_10_a64,P1,M,PL,2022,CP_MEUR,59244.4
nama_10_a64,P1,M,PL,2023,CP_MEUR,68712.7
nama_10_a64,P1,M,PL,2024,CP_MEUR,74812.6
nama_10_a64,P1,M,PT,2015,CP_MEUR,12114.5
nama_10_a64,P1,M,PT,2016,CP_MEUR,12647.7
nama_10_a64,P1,M,PT,2017,CP_MEUR,13583.2
nama_10_a64,P1,M,PT,2018,CP_MEUR,14756.0
nama_10_a64,P1,M,PT,2019,CP_MEUR,15872.7
nama_10_a64,P1,M,PT,2020,CP_MEUR,15403.5
nama_10_a64,P1,M,PT,2021,CP_MEUR,17400.8
nama_10_a64,P1,M,PT,2022,CP_MEUR,20500.9
nama_10_a64,P1,M,PT,2023,CP_MEUR,23380.3
nama_10_a64,P1,M,PT,2024,CP_MEUR,25317.2
nama_10_a64,P1,M,RO,2015,CP_MEUR,16633.5
nama_10_a64,P1,M,RO,2016,CP_MEUR,16827.3
nama_10_a64,P1,M,RO,2017,CP_MEUR,18550.7
nama_10_a64,P1,M,RO,2018,CP_MEUR,19208.4
nama_10_a64,P1,M,RO,2019,CP_MEUR,22305.9
nama_10_a64,P1,M,RO,2020,CP_MEUR,20268.1
nama_10_a64,P1,M,RO,2021,CP_MEUR,20974.8
nama_10_a64,P1,M,RO,2022,CP_MEUR,28998.9
nama_10_a64,P1,M,RO,2023,CP_MEUR,33313.1
nama_10_a64,P1,M,RO,2024,CP_MEUR,37111.9
nama_10_a64,P1,M,SE,2015,CP_MEUR,54222.6
nama_10_a64,P1,M,SE,2016,CP_MEUR,56923.4
nama_10_a64,P1,M,SE,2017,CP_MEUR,60175.7
nama_10_a64,P1,M,SE,2018,CP_MEUR,59881.6
nama_10_a64,P1,M,SE,2019,CP_MEUR,60975.7
nama_10_a64,P1,M,SE,2020,CP_MEUR,62074.1
nama_10_a64,P1,M,SE,2021,CP_MEUR,68664.9
nama_10_a64,P1,M,SE,2022,CP_MEUR,75554.7
nama_10_a64,P1,M,SE,2023,CP_MEUR,77153.7
nama_10_a64,P1,M,UK,2015,CP_MEUR,299364.9
nama_10_a64,P1,M,UK,2016,CP_MEUR,276294.7
nama_10_a64,P1,M,UK,2017,CP_MEUR,277647.2
nama_10_a64,P1,M,UK,2018,CP_MEUR,288438.0
