nace,series,freq,unit,nace_r2,na_item,geo,time,value
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,1995,37812.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,1996,37071.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,1997,34636.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,1998,35376.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,1999,36339.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2000,36789.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2001,37730.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2002,35869.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2003,35128.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2004,33552.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2005,34618.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2006,36391.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2007,37443.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2008,40364.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2009,39291.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2010,43077.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2011,44818.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2012,44828.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2013,48758.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2014,46843.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2015,51402.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2016,52405.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2017,58336.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2018,60148.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2019,61335.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2020,59981.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2021,64528.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2022,59285.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DE,2023,70369.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1993,10006.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1994,10536.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1995,11278.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1996,11857.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1997,12398.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1998,13576.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,1999,14706.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2000,16573.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2001,17667.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2002,18304.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2003,19690.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2004,20175.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2005,22027.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2006,25224.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2007,26976.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2008,29288.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2009,26792.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2010,27032.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2011,28715.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2012,29906.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2013,30496.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2014,30723.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2015,31064.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2016,32403.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2017,34543.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2018,34904.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2019,37297.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2020,34589.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2021,37565.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2022,40219.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2023,42531.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,FR,2024,45129.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,1995,4094.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,1996,4369.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,1997,4460.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,1998,4758.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,1999,5198.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2000,5638.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2001,6208.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2002,6310.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2003,6426.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2004,6612.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2005,7093.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2006,7850.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2007,8562.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2008,9501.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2009,9312.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2010,8995.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2011,8857.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2012,8354.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2013,8286.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2014,8411.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2015,8683.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2016,8943.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2017,9525.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2018,10159.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2019,10564.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2020,11319.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2021,12105.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2022,12413.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2023,13647.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2024,14984.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,NL,2025,15965.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,1995,408.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,1996,421.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,1997,623.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,1998,911.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,1999,976.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2000,1737.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2001,1951.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2002,1882.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2003,1734.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2004,1679.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2005,2116.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2006,2499.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2007,2929.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2008,3360.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2009,3207.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2010,3471.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2011,3450.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2012,3658.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2013,3685.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2014,4024.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2015,4521.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2016,3924.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2017,4074.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2018,4743.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2019,5281.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2020,5498.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2021,5026.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2022,5234.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PL,2023,6806.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,1995,137.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,1996,168.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,1997,206.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,1998,268.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,1999,241.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2000,261.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2001,226.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2002,250.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2003,272.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2004,347.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2005,434.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2006,707.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2007,831.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2008,1090.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2009,1159.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2010,1310.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2011,1470.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2012,1305.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2013,1613.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2014,1670.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2015,1718.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2016,1610.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2017,1985.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2018,2163.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2019,2578.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2020,2479.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2021,2652.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2022,3476.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2023,4214.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,RO,2024,5066.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,1995,9469.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,1996,11333.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,1997,12994.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,1998,12738.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,1999,13566.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2000,14824.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2001,14621.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2002,15658.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2003,16735.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2004,17484.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2005,17666.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2006,17942.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2007,18469.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2008,18582.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2009,18313.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2010,18563.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2011,18757.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2012,17619.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2013,17587.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2014,17159.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2015,17772.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2016,17464.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2017,18017.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2018,17812.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2019,17533.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2020,17101.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2021,20087.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2022,23515.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IT,2023,27170.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,1995,2477.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,1996,2674.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,1997,2787.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,1998,3099.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,1999,3538.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2000,3996.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2001,5258.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2002,5565.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2003,6539.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2004,6915.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2005,7580.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2006,8913.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2007,10675.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2008,12769.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2009,12894.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2010,11095.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2011,10839.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2012,9641.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2013,10136.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2014,10734.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2015,10840.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2016,10648.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2017,11409.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2018,11943.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2019,11452.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2020,10376.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2021,13021.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2022,14556.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,ES,2023,16844.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,1995,267.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,1996,313.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,1997,418.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,1998,539.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,1999,622.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2000,853.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2001,953.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2002,1079.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2003,1340.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2004,1600.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2005,1883.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2006,2058.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2007,2181.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2008,2067.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2009,1556.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2010,1557.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2011,1291.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2012,1069.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2013,1377.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2014,1626.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2015,1799.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2016,1886.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2017,2158.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2018,2638.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2019,2856.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2020,3124.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2021,3776.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2022,4212.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2023,4855.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,IE,2024,5305.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,1995,1907.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,1996,1933.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,1997,1953.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,1998,2111.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,1999,2247.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2000,2296.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2001,2429.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2002,2264.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2003,2309.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2004,2432.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2005,2684.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2006,2947.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2007,3416.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2008,3631.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2009,3291.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2010,3345.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2011,3551.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2012,3559.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2013,3704.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2014,3763.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2015,3931.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2016,4060.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2017,4384.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2018,4651.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2019,5012.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2020,5147.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2021,5771.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2022,6353.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,BE,2023,7055.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,1995,1905.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,1996,1931.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,1997,2011.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,1998,2021.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,1999,2261.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2000,2157.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2001,2477.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2002,2654.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2003,2746.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2004,2619.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2005,2851.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2006,3202.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2007,3544.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2008,3812.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2009,3520.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2010,3553.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2011,3553.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2012,3763.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2013,4079.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2014,4173.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2015,4332.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2016,4395.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2017,4495.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2018,4851.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2019,5273.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2020,5343.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2021,5444.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2022,6062.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2023,6124.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,AT,2024,6384.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1975,249.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1976,287.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1977,328.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1978,375.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1979,446.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1980,467.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1981,551.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1982,643.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1983,752.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1984,819.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1985,930.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1986,1128.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1987,1223.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1988,1313.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1989,1477.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1990,1656.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1991,1700.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1992,1719.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1993,1941.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1994,2033.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1995,1892.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1996,2103.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1997,2602.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1998,2285.8
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,1999,2539.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2000,2559.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2001,2875.4
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2002,2827.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2003,2701.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2004,2827.9
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2005,2983.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2006,3357.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2007,3490.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2008,3679.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2009,3590.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2010,3405.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2011,3335.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2012,3304.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2013,3560.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2014,3772.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2015,4103.7
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2016,4340.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2017,4481.1
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2018,4720.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2019,4852.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2020,4844.6
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2021,5561.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2022,5904.5
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2023,6512.2
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2024,7212.3
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,DK,2025,7547.0
M71,gva_cp_meur,A,CP_MEUR,M71,B1G,PT,1995,587.7
