dataset,bop_item,stk_flow,partner,geo,year,currency,value
bop_its6_det,SJ312,DEB,UK,AT,2017,MIO_EUR,27.0
bop_its6_det,SJ312,DEB,UK,AT,2018,MIO_EUR,40.0
bop_its6_det,SJ312,DEB,UK,AT,2019,MIO_EUR,47.0
bop_its6_det,SJ312,DEB,UK,AT,2020,MIO_EUR,46.0
bop_its6_det,SJ312,DEB,UK,AT,2021,MIO_EUR,32.0
bop_its6_det,SJ312,DEB,UK,AT,2022,MIO_EUR,25.0
bop_its6_det,SJ312,DEB,UK,AT,2023,MIO_EUR,29.0
bop_its6_det,SJ312,DEB,UK,AT,2024,MIO_EUR,45.0
bop_its6_det,SJ312,DEB,UK,BE,2015,MIO_EUR,46.0
bop_its6_det,SJ312,DEB,UK,BE,2016,MIO_EUR,54.0
bop_its6_det,SJ312,DEB,UK,BE,2017,MIO_EUR,57.0
bop_its6_det,SJ312,DEB,UK,BE,2018,MIO_EUR,57.0
bop_its6_det,SJ312,DEB,UK,BE,2019,MIO_EUR,96.0
bop_its6_det,SJ312,DEB,UK,BE,2020,MIO_EUR,78.0
bop_its6_det,SJ312,DEB,UK,BE,2021,MIO_EUR,67.0
bop_its6_det,SJ312,DEB,UK,BE,2022,MIO_EUR,51.0
bop_its6_det,SJ312,DEB,UK,BE,2023,MIO_EUR,38.0
bop_its6_det,SJ312,DEB,UK,BE,2024,MIO_EUR,43.0
bop_its6_det,SJ312,DEB,UK,CZ,2015,MIO_EUR,3.3
bop_its6_det,SJ312,DEB,UK,CZ,2016,MIO_EUR,5.5
bop_its6_det,SJ312,DEB,UK,CZ,2017,MIO_EUR,4.1
bop_its6_det,SJ312,DEB,UK,CZ,2018,MIO_EUR,0.9
bop_its6_det,SJ312,DEB,UK,CZ,2019,MIO_EUR,2.0
bop_its6_det,SJ312,DEB,UK,CZ,2020,MIO_EUR,2.2
bop_its6_det,SJ312,DEB,UK,CZ,2021,MIO_EUR,5.3
bop_its6_det,SJ312,DEB,UK,CZ,2022,MIO_EUR,9.8
bop_its6_det,SJ312,DEB,UK,CZ,2023,MIO_EUR,11.0
bop_its6_det,SJ312,DEB,UK,CZ,2024,MIO_EUR,6.0
bop_its6_det,SJ312,DEB,UK,DE,2015,MIO_EUR,528.0
bop_its6_det,SJ312,DEB,UK,DE,2018,MIO_EUR,459.0
bop_its6_det,SJ312,DEB,UK,DE,2019,MIO_EUR,498.0
bop_its6_det,SJ312,DEB,UK,DE,2021,MIO_EUR,517.0
bop_its6_det,SJ312,DEB,UK,DE,2023,MIO_EUR,1526.0
bop_its6_det,SJ312,DEB,UK,DK,2015,MIO_EUR,242.5
bop_its6_det,SJ312,DEB,UK,DK,2016,MIO_EUR,220.4
bop_its6_det,SJ312,DEB,UK,DK,2017,MIO_EUR,159.6
bop_its6_det,SJ312,DEB,UK,DK,2018,MIO_EUR,137.8
bop_its6_det,SJ312,DEB,UK,DK,2019,MIO_EUR,137.7
bop_its6_det,SJ312,DEB,UK,DK,2020,MIO_EUR,137.6
bop_its6_det,SJ312,DEB,UK,DK,2021,MIO_EUR,139.0
bop_its6_det,SJ312,DEB,UK,DK,2022,MIO_EUR,198.7
bop_its6_det,SJ312,DEB,UK,DK,2023,MIO_EUR,143.2
bop_its6_det,SJ312,DEB,UK,DK,2024,MIO_EUR,157.1
bop_its6_det,SJ312,DEB,UK,EL,2015,MIO_EUR,9.9
bop_its6_det,SJ312,DEB,UK,EL,2016,MIO_EUR,9.1
bop_its6_det,SJ312,DEB,UK,EL,2017,MIO_EUR,8.8
bop_its6_det,SJ312,DEB,UK,EL,2018,MIO_EUR,6.1
bop_its6_det,SJ312,DEB,UK,EL,2019,MIO_EUR,6.7
bop_its6_det,SJ312,DEB,UK,EL,2020,MIO_EUR,5.1
bop_its6_det,SJ312,DEB,UK,EL,2021,MIO_EUR,7.6
bop_its6_det,SJ312,DEB,UK,EL,2022,MIO_EUR,13.8
bop_its6_det,SJ312,DEB,UK,EL,2023,MIO_EUR,8.4
bop_its6_det,SJ312,DEB,UK,EL,2024,MIO_EUR,7.9
bop_its6_det,SJ312,DEB,UK,ES,2015,MIO_EUR,103.0
bop_its6_det,SJ312,DEB,UK,ES,2016,MIO_EUR,79.0
